schedule_title,course_number,title,units,section,day,begin,end,room,location,instructor
Fall 2023,60125,IDeATe: Introduction to 3D Animation Pipeline,12.0,A,TR,02:00PM,03:20PM,CYH 100A,"Pittsburgh, Pennsylvania",Mahler
Fall 2023,60131,Foundations: Sculpture,10.0,A,MW,08:00AM,10:50AM,DH C200,"Pittsburgh, Pennsylvania",Ku
Fall 2023,,,,B,MW,02:00PM,04:50PM,DH C200,"Pittsburgh, Pennsylvania",Hansen
Fall 2023,,,,C,TR,08:00AM,10:50AM,DH C200,"Pittsburgh, Pennsylvania",Ransom
Fall 2023,,,,D,TR,02:00PM,04:50PM,DH C200,"Pittsburgh, Pennsylvania",Ransom
Fall 2023,60136,Ceramics for Non-Majors,10.0,A,MW,10:00AM,12:50PM,DH B301,"Pittsburgh, Pennsylvania",Sekino-Bove
Fall 2023,,,,B,MW,02:00PM,04:50PM,DH B301,"Pittsburgh, Pennsylvania",Sekino-Bove
Fall 2023,60141,Black and White Photography I,10.0,A,MW,07:00PM,09:50PM,MM B10,"Pittsburgh, Pennsylvania",Carroll
Fall 2023,,,,B,MW,02:00PM,04:50PM,MM B10,"Pittsburgh, Pennsylvania",Carroll
Fall 2023,,,,C,TR,08:00AM,10:50AM,MM B10,"Pittsburgh, Pennsylvania",Antonelli
Fall 2023,60142,Digital Photography I,10.0,A,MW,02:00PM,04:50PM,MM B2,"Pittsburgh, Pennsylvania",Mantle
Fall 2023,,,,B,TR,02:00PM,04:50PM,MM B2,"Pittsburgh, Pennsylvania",Blum
Fall 2023,60150,Foundations: Drawing,10.0,A,MW,08:00AM,10:50AM,CFA 308,"Pittsburgh, Pennsylvania",Ferrell
Fall 2023,,,,B,MW,02:00PM,04:50PM,CFA 308,"Pittsburgh, Pennsylvania",Henderson
Fall 2023,,,,C,TR,08:00AM,10:50AM,CFA 313,"Pittsburgh, Pennsylvania",Mullins
Fall 2023,,,,D,TR,02:00PM,04:50PM,CFA 308,"Pittsburgh, Pennsylvania",Johnson
Fall 2023,60157,Drawing for Non-Majors,10.0,A,TR,02:00PM,04:50PM,CFA 313,"Pittsburgh, Pennsylvania",Mullins
Fall 2023,60200,Sophomore Review,0.0,A,TBA,,,DNM DNM,"Pittsburgh, Pennsylvania",Jefferson
